1	100000000
2	010000000
3	001000000
4	000100000
5	000010000
6	000001000
7	000000100
8	000000010
9	000000001
10	110000000
11	101000000
12	011000000
13	100100000
14	010100000
15	001100000
16	100010000
17	010010000
18	001010000
19	000110000
20	100001000
21	010001000
22	001001000
23	000101000
24	000011000
25	100000100
26	010000100
27	001000100
28	000100100
29	000010100
30	000001100
31	100000010
32	010000010
33	001000010
34	000100010
35	000010010
36	000001010
37	000000110
38	100000001
39	010000001
40	001000001
41	000100001
42	000010001
43	000001001
44	000000101
45	000000011
46	111000000
47	110100000
48	101100000
49	011100000
50	110010000
51	101010000
52	011010000
53	100110000
54	010110000
55	001110000
56	110001000
57	101001000
58	011001000
59	100101000
60	010101000
61	001101000
62	100011000
63	010011000
64	001011000
65	000111000
66	110000100
67	101000100
68	011000100
69	100100100
70	010100100
71	001100100
72	100010100
73	010010100
74	001010100
75	000110100
76	100001100
77	010001100
78	001001100
79	000101100
80	000011100
81	110000010
82	101000010
83	011000010
84	100100010
85	010100010
86	001100010
87	100010010
88	010010010
89	001010010
90	000110010
91	100001010
92	010001010
93	001001010
94	000101010
95	000011010
96	100000110
97	010000110
98	001000110
99	000100110
100	000010110
101	000001110
102	110000001
103	101000001
104	011000001
105	100100001
106	010100001
107	001100001
108	100010001
109	010010001
110	001010001
111	000110001
112	100001001
113	010001001
114	001001001
115	000101001
116	000011001
117	100000101
118	010000101
119	001000101
120	000100101
121	000010101
122	000001101
123	100000011
124	010000011
125	001000011
126	000100011
127	000010011
128	000001011
129	000000111
130	111100000
131	111010000
132	110110000
133	101110000
134	011110000
135	111001000
136	110101000
137	101101000
138	011101000
139	110011000
140	101011000
141	011011000
142	100111000
143	010111000
144	001111000
145	111000100
146	110100100
147	101100100
148	011100100
149	110010100
150	101010100
151	011010100
152	100110100
153	010110100
154	001110100
155	110001100
156	101001100
157	011001100
158	100101100
159	010101100
160	001101100
161	100011100
162	010011100
163	001011100
164	000111100
165	111000010
166	110100010
167	101100010
168	011100010
169	110010010
170	101010010
171	011010010
172	100110010
173	010110010
174	001110010
175	110001010
176	101001010
177	011001010
178	100101010
179	010101010
180	001101010
181	100011010
182	010011010
183	001011010
184	000111010
185	110000110
186	101000110
187	011000110
188	100100110
189	010100110
190	001100110
191	100010110
192	010010110
193	001010110
194	000110110
195	100001110
196	010001110
197	001001110
198	000101110
199	000011110
200	111000001
201	110100001
202	101100001
203	011100001
204	110010001
205	101010001
206	011010001
207	100110001
208	010110001
209	001110001
210	110001001
211	101001001
212	011001001
213	100101001
214	010101001
215	001101001
216	100011001
217	010011001
218	001011001
219	000111001
220	110000101
221	101000101
222	011000101
223	100100101
224	010100101
225	001100101
226	100010101
227	010010101
228	001010101
229	000110101
230	100001101
231	010001101
232	001001101
233	000101101
234	000011101
235	110000011
236	101000011
237	011000011
238	100100011
239	010100011
240	001100011
241	100010011
242	010010011
243	001010011
244	000110011
245	100001011
246	010001011
247	001001011
248	000101011
249	000011011
250	100000111
251	010000111
252	001000111
253	000100111
254	000010111
255	000001111
256	111110000
257	111101000
258	111011000
259	110111000
260	101111000
